slice,combo_kind,combo_size,combo,n,mean_surplus,median_surplus,bust_or_major_underperform_rate,underperform_rate,positive_surplus_rate,big_overperform_rate,mean_surplus_delta_vs_baseline,bust_rate_delta_vs_baseline,big_overperform_rate_delta_vs_baseline,example_players
PIE available minutes weighted,risk,2,athleticism_tools + intel_consensus,20,-0.0149630795250033,-0.01536219744434705,0.0,0.6,0.4,0.0,-0.019682486203943403,0.0,0.0,Fab Melo | Diamond Stone | Glen Rice | Dante Exum | Andrew Wiggins
PIE available minutes weighted,risk,2,upside_tools + defense,143,0.0008078264571800669,0.0023321822808637,0.0,0.46853146853146854,0.5314685314685315,0.0,-0.003911580221760035,0.0,0.0,Gani Lawal | Ben Bentil | Fab Melo | Diamond Stone | Zhou Qi
PIE available minutes weighted,risk,2,upside_tools + motor_competitiveness,99,0.0015397193447789818,0.0053573282937581,0.0,0.4444444444444444,0.5555555555555556,0.0,-0.0031796873341611203,0.0,0.0,Gani Lawal | Fab Melo | Diamond Stone | Hasheem Thabeet | Zhou Qi
PIE available minutes weighted,risk,2,upside_tools + size_frame,84,0.006898587330477912,0.008398238213817199,0.0,0.38095238095238093,0.6190476190476191,0.0,0.00217918065153781,0.0,0.0,Fab Melo | Diamond Stone | Zhou Qi | Isaiah Todd | Dante Exum
PIE available minutes weighted,risk,2,upside_tools + production_stats,97,0.0013060599722124274,0.0008454170941929,0.0,0.4845360824742268,0.5154639175257731,0.0,-0.0034133467067276745,0.0,0.0,Ben Bentil | Fab Melo | Diamond Stone | Zhou Qi | Jared Cunningham
PIE available minutes weighted,risk,2,upside_tools + injury_medical,25,0.007095341484107257,0.0039936903784493,0.0,0.4,0.6,0.0,0.002375934805167155,0.0,0.0,Zhou Qi | C.J. Wilcox | Perry Jones III | Ziaire Williams | Quincy Miller
PIE available minutes weighted,risk,2,upside_tools + risk_uncertainty,55,0.007602472068742924,0.0039205877312656,0.0,0.41818181818181815,0.5818181818181818,0.0,0.0028830653898028226,0.0,0.0,Fab Melo | Zhou Qi | Malachi Richardson | Andrew Wiggins | Ekpe Udoh
PIE available minutes weighted,risk,2,upside_tools + intel_consensus,13,-0.018101925432244377,-0.0311178494004984,0.0,0.5384615384615384,0.46153846153846156,0.0,-0.022821332111184478,0.0,0.0,Fab Melo | Diamond Stone | Dante Exum | Andrew Wiggins | Ben McLemore
PIE available minutes weighted,risk,2,defense + motor_competitiveness,225,0.0015743078237657805,0.0034790286035349,0.0,0.44,0.56,0.0,-0.0031450988551743214,0.0,0.0,Gani Lawal | Arnoldas Kulboka | Fab Melo | Diamond Stone | Michael Gbinije
PIE available minutes weighted,risk,2,defense + size_frame,182,0.005172380219072619,0.00649057728949185,0.0,0.4065934065934066,0.5934065934065934,0.0,0.00045297354013251745,0.0,0.0,Arnoldas Kulboka | Fab Melo | Diamond Stone | Michael Gbinije | Leandro Bolmaro
PIE available minutes weighted,risk,2,defense + production_stats,187,0.003364253749149897,0.0031467396664601,0.0,0.44919786096256686,0.5508021390374331,0.0,-0.001355152929790205,0.0,0.0,Arnoldas Kulboka | Ben Bentil | Fab Melo | Diamond Stone | Michael Gbinije
PIE available minutes weighted,risk,2,defense + injury_medical,52,0.006097576797471429,0.0043800180819979,0.0,0.4423076923076923,0.5576923076923077,0.0,0.0013781701185313269,0.0,0.0,Anthony Bennett | Zhou Qi | Glen Rice | Rashad Vaughn | Victor Claver
PIE available minutes weighted,risk,2,defense + risk_uncertainty,93,0.004493131797792953,0.0051246903788358,0.0,0.43010752688172044,0.5698924731182796,0.0,-0.00022627488114714857,0.0,0.0,Arnoldas Kulboka | Fab Melo | Michael Gbinije | Zhou Qi | Erik Murphy
PIE available minutes weighted,risk,2,defense + intel_consensus,14,-0.02374263746999485,-0.01536219744434705,0.0,0.6428571428571429,0.35714285714285715,0.0,-0.02846204414893495,0.0,0.0,Fab Melo | Diamond Stone | Glen Rice | Dante Exum | Andrew Wiggins
PIE available minutes weighted,risk,2,motor_competitiveness + size_frame,137,0.00626473037412128,0.0096382978383082,0.0,0.3722627737226277,0.6277372262773723,0.0,0.0015453236951811777,0.0,0.0,Arnoldas Kulboka | Fab Melo | Grant Jerrett | Diamond Stone | Michael Gbinije
PIE available minutes weighted,risk,2,motor_competitiveness + production_stats,128,0.005699574635673513,0.00604168868189015,0.0,0.40625,0.59375,0.0,0.000980167956733411,0.0,0.0,Arnoldas Kulboka | Fab Melo | Grant Jerrett | Diamond Stone | Michael Gbinije
PIE available minutes weighted,risk,2,motor_competitiveness + injury_medical,39,0.006276350917406977,0.0058181917136046,0.0,0.4358974358974359,0.5641025641025641,0.0,0.001556944238466875,0.0,0.0,Anthony Bennett | Zhou Qi | Glen Rice | Victor Claver | Romeo Langford
PIE available minutes weighted,risk,2,motor_competitiveness + risk_uncertainty,64,0.0049014195958032,0.0071271127698049,0.0,0.421875,0.578125,0.0,0.0001820129168630981,0.0,0.0,Arnoldas Kulboka | Fab Melo | Michael Gbinije | Zhou Qi | Andrew Wiggins
PIE available minutes weighted,risk,2,motor_competitiveness + intel_consensus,16,-0.01958287669480173,-0.0208835722240178,0.0,0.625,0.375,0.0,-0.02430228337374183,0.0,0.0,Fab Melo | Diamond Stone | Glen Rice | Dante Exum | Andrew Wiggins
PIE available minutes weighted,risk,2,size_frame + production_stats,102,0.0034746276749388068,0.00881482223184985,0.0,0.38235294117647056,0.6176470588235294,0.0,-0.001244779004001295,0.0,0.0,Arnoldas Kulboka | Fab Melo | Grant Jerrett | Diamond Stone | Michael Gbinije
PIE available minutes weighted,risk,2,size_frame + injury_medical,32,0.006639834076689406,0.0110972027796995,0.0,0.34375,0.65625,0.0,0.0019204273977493046,0.0,0.0,Anthony Bennett | Zhou Qi | Johnny Davis | Victor Claver | Ziaire Williams
PIE available minutes weighted,risk,2,size_frame + risk_uncertainty,57,0.0026494509518338464,0.0113154851147843,0.0,0.38596491228070173,0.6140350877192983,0.0,-0.0020699557271062555,0.0,0.0,Arnoldas Kulboka | Royce White | Fab Melo | Michael Gbinije | Zhou Qi
PIE available minutes weighted,risk,2,size_frame + intel_consensus,12,-0.0126047149136624,-0.01072709932020055,0.0,0.5833333333333334,0.4166666666666667,0.0,-0.017324121592602503,0.0,0.0,Fab Melo | Diamond Stone | Dante Exum | De'Andre Hunter | Marcus Smart
PIE available minutes weighted,risk,2,production_stats + injury_medical,34,0.0036537694356391856,0.00395713905485745,0.0,0.4411764705882353,0.5588235294117647,0.0,-0.0010656372433009162,0.0,0.0,Zhou Qi | Rashad Vaughn | Victor Claver | Romeo Langford | Chris Singleton
PIE available minutes weighted,risk,2,production_stats + risk_uncertainty,62,-0.0013232806338877917,-0.0023883203161074998,0.0,0.532258064516129,0.46774193548387094,0.0,-0.0060426873128278935,0.0,0.0,Arnoldas Kulboka | Fab Melo | Michael Gbinije | Zhou Qi | Malachi Richardson
PIE available minutes weighted,risk,2,production_stats + intel_consensus,13,-0.021145626761137872,-0.0180448982018033,0.0,0.6153846153846154,0.38461538461538464,0.0,-0.025865033440077973,0.0,0.0,Fab Melo | Diamond Stone | Dante Exum | Andrew Wiggins | Patrick Williams
PIE available minutes weighted,risk,2,injury_medical + risk_uncertainty,32,0.009639316510277003,0.0136275056505336,0.0,0.375,0.625,0.0,0.004919909831336901,0.0,0.0,Zhou Qi | Victor Claver | C.J. Wilcox | Kris Dunn | Aaron Nesmith
PIE top15,risk,2,feel_iq_passing + shooting,114,0.0023617565182654315,0.00242007278632185,0.0,0.43859649122807015,0.5614035087719298,0.0,-0.000945484722812133,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Ekpe Udoh | Johnny Davis
PIE top15,risk,2,feel_iq_passing + creation_handle,64,-0.0033020240386593858,-0.0023086504242481,0.0,0.53125,0.46875,0.0,-0.00660926527973695,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Ekpe Udoh | Johnny Davis
PIE top15,risk,2,feel_iq_passing + finishing_touch,49,-0.0009539127741487224,-0.0019480557218348,0.0,0.5102040816326531,0.4897959183673469,0.0,-0.004261154015226287,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Jerome Robinson | Ekpe Udoh
PIE top15,risk,2,feel_iq_passing + athleticism_tools,121,0.0028030736817954258,0.0027763320264545,0.0,0.4380165289256198,0.5619834710743802,0.0,-0.0005041675592821386,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Isaac Okoro | Jerome Robinson
PIE top15,risk,2,feel_iq_passing + upside_tools,45,-0.000165839581732789,0.0008454170941929,0.0,0.4666666666666667,0.5333333333333333,0.0,-0.0034730808228103536,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Isaac Okoro | Ekpe Udoh
PIE top15,risk,2,feel_iq_passing + defense,96,0.002528220735429585,0.00196329266051585,0.0,0.4583333333333333,0.5416666666666666,0.0,-0.0007790205056479793,0.0,0.0,Dante Exum | Andrew Wiggins | Isaac Okoro | Jerome Robinson | Ekpe Udoh
PIE top15,risk,2,feel_iq_passing + motor_competitiveness,68,0.003145151971079589,0.00490230343102645,0.0,0.39705882352941174,0.6029411764705882,0.0,-0.0001620892699979756,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,feel_iq_passing + size_frame,55,0.008806182614111261,0.0113154851147843,0.0,0.2909090909090909,0.7090909090909091,0.0,0.005498941373033696,0.0,0.0,Dante Exum | Johnny Davis | Frank Ntilikina | Jan Vesely | De'Andre Hunter
PIE top15,risk,2,feel_iq_passing + production_stats,55,-0.0019877962658969455,-0.0035027443005674,0.0,0.5454545454545454,0.45454545454545453,0.0,-0.00529503750697451,0.0,0.0,Dante Exum | Andrew Wiggins | Isaac Okoro | Wesley Johnson | Jan Vesely
PIE top15,risk,2,feel_iq_passing + injury_medical,17,0.010147988185833005,0.0134710463028263,0.0,0.35294117647058826,0.6470588235294118,0.0,0.0068407469447554405,0.0,0.0,Johnny Davis | Kris Dunn | James Wiseman | Cody Zeller | Alex Len
PIE top15,risk,2,feel_iq_passing + risk_uncertainty,33,0.008436967439945318,0.0124281061023716,0.0,0.36363636363636365,0.6363636363636364,0.0,0.005129726198867753,0.0,0.0,Andrew Wiggins | Ekpe Udoh | Ben McLemore | De'Andre Hunter | James Bouknight
PIE top15,risk,2,shooting + creation_handle,82,-0.004965005293030402,-0.0040358585302723,0.0,0.5853658536585366,0.4146341463414634,0.0,-0.008272246534107967,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Isaac Okoro | Ekpe Udoh
PIE top15,risk,2,shooting + finishing_touch,69,0.001499529644770432,0.0021631896579724,0.0,0.4782608695652174,0.5217391304347826,0.0,-0.0018077115963071324,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Isaac Okoro | Ekpe Udoh
PIE top15,risk,2,shooting + athleticism_tools,167,0.003961942854756782,0.0039120255229277,0.0,0.437125748502994,0.562874251497006,0.0,0.0006547016136792178,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Isaac Okoro | Ekpe Udoh
PIE top15,risk,2,shooting + upside_tools,60,0.0017661406194578436,0.00057463266331455,0.0,0.48333333333333334,0.5166666666666667,0.0,-0.0015411006216197209,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,shooting + defense,132,0.003710370855534889,0.0025542571536591,0.0,0.45454545454545453,0.5454545454545454,0.0,0.00040312961445732477,0.0,0.0,Dante Exum | Dragan Bender | Isaac Okoro | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,shooting + motor_competitiveness,90,0.005160819669654772,0.00572191163732535,0.0,0.4,0.6,0.0,0.0018535784285772078,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,shooting + size_frame,65,0.00828210557542094,0.0103067085821028,0.0,0.3076923076923077,0.6923076923076923,0.0,0.004974864334343375,0.0,0.0,Dante Exum | Johnny Davis | Jarrett Culver | Frank Ntilikina | Jan Vesely
PIE top15,risk,2,shooting + production_stats,63,0.0008394690711817505,-0.0004478179262712,0.0,0.5238095238095238,0.47619047619047616,0.0,-0.002467772169895814,0.0,0.0,Dante Exum | Isaac Okoro | Wesley Johnson | Jan Vesely | Patrick Williams
PIE top15,risk,2,shooting + injury_medical,19,0.013413216549159711,0.0140353487114225,0.0,0.3157894736842105,0.6842105263157895,0.0,0.010105975308082146,0.0,0.0,Johnny Davis | Kris Dunn | James Wiseman | Jaylen Brown | Alex Len
PIE top15,risk,2,shooting + risk_uncertainty,37,0.008497709703976241,0.0113154851147843,0.0,0.35135135135135137,0.6486486486486487,0.0,0.005190468462898676,0.0,0.0,Ekpe Udoh | Ben McLemore | De'Andre Hunter | James Bouknight | Stanley Johnson
PIE top15,risk,2,creation_handle + finishing_touch,36,-0.008223352069755139,-0.0060897890921307995,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.011530593310832704,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Isaac Okoro | Ekpe Udoh
PIE top15,risk,2,creation_handle + athleticism_tools,91,-0.003634549344430569,-0.0026692451266614,0.0,0.5604395604395604,0.43956043956043955,0.0,-0.006941790585508133,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Isaac Okoro | Ekpe Udoh
PIE top15,risk,2,creation_handle + upside_tools,32,-0.009365328696881616,-0.00677822021520535,0.0,0.6875,0.3125,0.0,-0.01267256993795918,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,creation_handle + defense,68,-0.0025617191634832634,-0.00281472135851375,0.0,0.5735294117647058,0.4264705882352941,0.0,-0.005868960404560828,0.0,0.0,Dante Exum | Dragan Bender | Isaac Okoro | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,creation_handle + motor_competitiveness,51,-0.004976129356185303,-0.0019480557218348,0.0,0.5294117647058824,0.47058823529411764,0.0,-0.008283370597262868,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,creation_handle + size_frame,31,-0.0011258336697947233,0.0023321822808637,0.0,0.41935483870967744,0.5806451612903226,0.0,-0.004433074910872288,0.0,0.0,Dante Exum | Johnny Davis | Jarrett Culver | Jan Vesely | Kevin Knox II
PIE top15,risk,2,creation_handle + production_stats,38,-0.0045021383317160315,-0.0051153605970756,0.0,0.6052631578947368,0.39473684210526316,0.0,-0.0078093795727935955,0.0,0.0,Dante Exum | Isaac Okoro | Wesley Johnson | Jan Vesely | Patrick Williams
PIE top15,risk,2,creation_handle + risk_uncertainty,17,0.004782482039829153,0.008916600249783,0.0,0.4117647058823529,0.5882352941176471,0.0,0.0014752407987515888,0.0,0.0,Ekpe Udoh | Ben McLemore | Kris Dunn | Marcus Smart | Lonzo Ball
PIE top15,risk,2,finishing_touch + athleticism_tools,76,0.0023112308757318395,0.0028211091307536497,0.0,0.47368421052631576,0.5263157894736842,0.0,-0.0009960103653457249,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Isaac Okoro | Jerome Robinson
PIE top15,risk,2,finishing_touch + upside_tools,31,0.0006858436646021734,-0.0003976713578557,0.0,0.5161290322580645,0.4838709677419355,0.0,-0.002621397576475391,0.0,0.0,Hasheem Thabeet | Dante Exum | Isaac Okoro | Ekpe Udoh | Wesley Johnson
PIE top15,risk,2,finishing_touch + defense,60,0.0038710822538554806,0.0028211091307536497,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0005638410127779161,0.0,0.0,Dante Exum | Dragan Bender | Isaac Okoro | Jerome Robinson | Ekpe Udoh
PIE top15,risk,2,finishing_touch + motor_competitiveness,46,0.003227519921764869,0.0036925084755186,0.0,0.43478260869565216,0.5652173913043478,0.0,-7.972131931269525e-05,0.0,0.0,Hasheem Thabeet | Dante Exum | Dragan Bender | Ekpe Udoh | Jan Vesely
PIE top15,risk,2,finishing_touch + size_frame,34,0.009226649576110373,0.007534124281493649,0.0,0.35294117647058826,0.6470588235294118,0.0,0.005919408335032808,0.0,0.0,Dante Exum | Frank Ntilikina | Jan Vesely | Kevin Knox II | Marcus Smart
PIE top15,risk,2,finishing_touch + production_stats,31,-0.0006431250748436873,-0.0035027443005674,0.0,0.5806451612903226,0.41935483870967744,0.0,-0.003950366315921251,0.0,0.0,Dante Exum | Isaac Okoro | Wesley Johnson | Jan Vesely | Patrick Williams
PIE top15,risk,2,finishing_touch + risk_uncertainty,17,0.013862115275817474,0.0124281061023716,0.0,0.29411764705882354,0.7058823529411765,0.0,0.01055487403473991,0.0,0.0,Ekpe Udoh | Stanley Johnson | Marcus Smart | James Wiseman | Harrison Barnes
PIE top15,risk,2,athleticism_tools + upside_tools,64,0.0010358621699009943,-0.00042274464206345,0.0,0.515625,0.484375,0.0,-0.0022713790711765703,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Isaac Okoro | Ekpe Udoh
PIE top15,risk,2,athleticism_tools + defense,143,0.0034482500678658418,0.0021631896579724,0.0,0.46853146853146854,0.5314685314685315,0.0,0.00014100882678827736,0.0,0.0,Anthony Bennett | Dante Exum | Dragan Bender | Andrew Wiggins | Isaac Okoro
PIE top15,risk,2,athleticism_tools + motor_competitiveness,100,0.0046228098129067665,0.00490230343102645,0.0,0.41,0.59,0.0,0.001315568571829202,0.0,0.0,Hasheem Thabeet | Anthony Bennett | Dante Exum | Dragan Bender | Andrew Wiggins
PIE top15,risk,2,athleticism_tools + size_frame,74,0.008070663127913632,0.01059281451335875,0.0,0.3108108108108108,0.6891891891891891,0.0,0.004763421886836067,0.0,0.0,Anthony Bennett | Dante Exum | Johnny Davis | Jarrett Culver | Frank Ntilikina
PIE top15,risk,2,athleticism_tools + production_stats,69,0.0014812112294770583,-0.0003976713578557,0.0,0.5072463768115942,0.4927536231884058,0.0,-0.0018260300116005061,0.0,0.0,Dante Exum | Andrew Wiggins | Isaac Okoro | Wesley Johnson | Jan Vesely
PIE top15,risk,2,athleticism_tools + injury_medical,23,0.01027043363121824,0.0134710463028263,0.0,0.34782608695652173,0.6521739130434783,0.0,0.006963192390140675,0.0,0.0,Anthony Bennett | Johnny Davis | Kris Dunn | James Wiseman | Jaylen Brown
PIE top15,risk,2,athleticism_tools + risk_uncertainty,37,0.009033865724217903,0.0124281061023716,0.0,0.32432432432432434,0.6756756756756757,0.0,0.005726624483140338,0.0,0.0,Andrew Wiggins | Ekpe Udoh | Ben McLemore | De'Andre Hunter | James Bouknight
PIE top15,risk,2,upside_tools + defense,51,0.0006443062264314606,-0.0004478179262712,0.0,0.5294117647058824,0.47058823529411764,0.0,-0.0026629350146461037,0.0,0.0,Dante Exum | Andrew Wiggins | Isaac Okoro | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,upside_tools + motor_competitiveness,38,0.000959439019814224,0.00019879958396085,0.0,0.5,0.5,0.0,-0.0023478022212633405,0.0,0.0,Hasheem Thabeet | Dante Exum | Andrew Wiggins | Ekpe Udoh | Ben McLemore
PIE top15,risk,2,upside_tools + size_frame,26,0.008385257085067311,0.0069138129783404,0.0,0.34615384615384615,0.6538461538461539,0.0,0.005078015843989746,0.0,0.0,Dante Exum | De'Andre Hunter | Kevin Knox II | James Wiseman | Otto Porter Jr.
PIE top15,risk,2,upside_tools + production_stats,32,-0.0022317203977140726,-0.0031607584248474997,0.0,0.59375,0.40625,0.0,-0.005538961638791637,0.0,0.0,Dante Exum | Andrew Wiggins | Isaac Okoro | Wesley Johnson | Patrick Williams
PIE top15,risk,2,upside_tools + risk_uncertainty,21,0.007990627329335639,0.0113154851147843,0.0,0.38095238095238093,0.6190476190476191,0.0,0.004683386088258074,0.0,0.0,Andrew Wiggins | Ekpe Udoh | Ben McLemore | De'Andre Hunter | James Bouknight
PIE top15,risk,2,defense + motor_competitiveness,77,0.003951666104897702,0.0034790286035349,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0006444248638201376,0.0,0.0,Anthony Bennett | Dante Exum | Dragan Bender | Andrew Wiggins | Ekpe Udoh
PIE top15,risk,2,defense + size_frame,60,0.006731786295140265,0.009822583589160501,0.0,0.35,0.65,0.0,0.0034245450540627003,0.0,0.0,Anthony Bennett | Dante Exum | Jarrett Culver | Frank Ntilikina | Jan Vesely
PIE top15,risk,2,defense + production_stats,59,0.0016275285630244338,-0.0004478179262712,0.0,0.5254237288135594,0.4745762711864407,0.0,-0.0016797126780531307,0.0,0.0,Dante Exum | Andrew Wiggins | Isaac Okoro | Jan Vesely | Kevin Knox II
PIE top15,risk,2,defense + injury_medical,19,0.012718852976765678,0.0140353487114225,0.0,0.3157894736842105,0.6842105263157895,0.0,0.009411611735688113,0.0,0.0,Anthony Bennett | Kris Dunn | James Wiseman | Jaylen Brown | Cody Zeller
PIE top15,risk,2,defense + risk_uncertainty,31,0.006713948057397107,0.0113154851147843,0.0,0.3548387096774194,0.6451612903225806,0.0,0.0034067068163195426,0.0,0.0,Andrew Wiggins | Ekpe Udoh | Ben McLemore | James Bouknight | Stanley Johnson
PIE top15,risk,2,motor_competitiveness + size_frame,52,0.008853960218762927,0.0110972027796995,0.0,0.3076923076923077,0.6923076923076923,0.0,0.005546718977685362,0.0,0.0,Anthony Bennett | Dante Exum | Jarrett Culver | Jan Vesely | Kevin Knox II
PIE top15,risk,2,motor_competitiveness + production_stats,40,0.0060253329535179204,0.0024697608422134497,0.0,0.425,0.575,0.0,0.002718091712440356,0.0,0.0,Dante Exum | Andrew Wiggins | Jan Vesely | Patrick Williams | Kevin Knox II
PIE top15,risk,2,motor_competitiveness + injury_medical,16,0.01306945394162432,0.0137531975071244,0.0,0.3125,0.6875,0.0,0.009762212700546755,0.0,0.0,Anthony Bennett | James Wiseman | Jaylen Brown | Cody Zeller | Gary Harris
PIE top15,risk,2,motor_competitiveness + risk_uncertainty,25,0.007869783207087923,0.0124281061023716,0.0,0.32,0.68,0.0,0.004562541966010358,0.0,0.0,Andrew Wiggins | Ekpe Udoh | Ben McLemore | Stanley Johnson | Marcus Smart
PIE top15,risk,2,size_frame + production_stats,32,0.006021847043300704,0.0069637285356392,0.0,0.375,0.625,0.0,0.002714605802223139,0.0,0.0,Dante Exum | Jan Vesely | De'Andre Hunter | Kevin Knox II | Marcus Smart
PIE top15,risk,2,size_frame + injury_medical,13,0.006184852043470753,0.0113154851147843,0.0,0.3076923076923077,0.6923076923076923,0.0,0.002877610802393189,0.0,0.0,Anthony Bennett | Johnny Davis | James Wiseman | Alex Len | Kyrie Irving
PIE top15,risk,2,size_frame + risk_uncertainty,16,0.016427403520113237,0.0179598343957725,0.0,0.1875,0.8125,0.0,0.013120162279035672,0.0,0.0,De'Andre Hunter | Marcus Smart | James Wiseman | Rodney Hood | Kyrie Irving
PIE top15,risk,2,production_stats + risk_uncertainty,21,0.005793314433013537,0.0039205877312656,0.0,0.42857142857142855,0.5714285714285714,0.0,0.002486073191935973,0.0,0.0,Andrew Wiggins | De'Andre Hunter | Stanley Johnson | Kris Dunn | Marcus Smart
PIE top30,risk,2,feel_iq_passing + shooting,244,0.0014729555792528473,0.00264214765911725,0.0,0.45081967213114754,0.5491803278688525,0.0,-0.0015750500640452423,0.0,0.0,Gani Lawal | Fab Melo | Craig Brackins | Terrance Ferguson | Hasheem Thabeet
PIE top30,risk,2,feel_iq_passing + creation_handle,127,-9.932589036495708e-05,0.0009765618580845,0.0,0.4881889763779528,0.5118110236220472,0.0,-0.0031473315336630467,0.0,0.0,Terrance Ferguson | Hasheem Thabeet | Malachi Richardson | Dante Exum | Joshua Primo
PIE top30,risk,2,feel_iq_passing + finishing_touch,99,0.0038023457180662735,0.0039205877312656,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0007543400747681839,0.0,0.0,Fab Melo | Craig Brackins | Hasheem Thabeet | Dante Exum | Joshua Primo
PIE top30,risk,2,feel_iq_passing + athleticism_tools,259,0.0026604721056558,0.0032460109090212,0.0,0.444015444015444,0.555984555984556,0.0,-0.00038753353764228943,0.0,0.0,Gani Lawal | Fab Melo | Craig Brackins | Terrance Ferguson | Hasheem Thabeet
PIE top30,risk,2,feel_iq_passing + upside_tools,99,-0.0016569978091975938,0.0008454170941929,0.0,0.48484848484848486,0.5151515151515151,0.0,-0.004705003452495683,0.0,0.0,Gani Lawal | Fab Melo | Hasheem Thabeet | Malachi Richardson | Dante Exum
PIE top30,risk,2,feel_iq_passing + defense,205,0.0016857918250244932,0.0027763320264545,0.0,0.45365853658536587,0.5463414634146342,0.0,-0.0013622138182735964,0.0,0.0,Gani Lawal | Fab Melo | Craig Brackins | Terrance Ferguson | Glen Rice
PIE top30,risk,2,feel_iq_passing + motor_competitiveness,149,0.0016373114621205855,0.0041893281183726,0.0,0.42953020134228187,0.5704697986577181,0.0,-0.001410694181177504,0.0,0.0,Gani Lawal | Fab Melo | Craig Brackins | Terrance Ferguson | Hasheem Thabeet
PIE top30,risk,2,feel_iq_passing + size_frame,111,0.007793544562353373,0.0058181917136046,0.0,0.36936936936936937,0.6306306306306306,0.0,0.004745538919055284,0.0,0.0,Fab Melo | Dante Exum | Johnny Davis | Frank Ntilikina | Jan Vesely
PIE top30,risk,2,feel_iq_passing + production_stats,116,-0.00041574534124613803,-0.0014137589022578,0.0,0.5172413793103449,0.4827586206896552,0.0,-0.0034637509845442276,0.0,0.0,Fab Melo | Craig Brackins | Rashad Vaughn | Malachi Richardson | Dante Exum
PIE top30,risk,2,feel_iq_passing + injury_medical,36,0.0028993952490352234,0.00051337357617735,0.0,0.5,0.5,0.0,-0.00014861039426286625,0.0,0.0,Glen Rice | Rashad Vaughn | Johnny Davis | Romeo Langford | Kris Dunn
PIE top30,risk,2,feel_iq_passing + risk_uncertainty,65,0.006198229008872476,0.0070521453928067,0.0,0.4307692307692308,0.5692307692307692,0.0,0.0031502233655743865,0.0,0.0,Fab Melo | Malachi Richardson | Andrew Wiggins | Joshua Primo | Ekpe Udoh
PIE top30,risk,2,feel_iq_passing + intel_consensus,15,-0.0153175003086554,-0.0237222462462323,0.0,0.6,0.4,0.0,-0.01836550595195349,0.0,0.0,Fab Melo | Glen Rice | Dante Exum | Andrew Wiggins | Ben McLemore
PIE top30,risk,2,shooting + creation_handle,160,-0.0013163055702990663,-0.0008518990788444,0.0,0.5125,0.4875,0.0,-0.004364311213597156,0.0,0.0,Royce White | Terrance Ferguson | Justin Harper | Hasheem Thabeet | Malachi Richardson
PIE top30,risk,2,shooting + finishing_touch,132,0.003989377801057303,0.0041721736937488495,0.0,0.4393939393939394,0.5606060606060606,0.0,0.000941372157759213,0.0,0.0,Fab Melo | Craig Brackins | Leandro Bolmaro | Justin Harper | Hasheem Thabeet
PIE top30,risk,2,shooting + athleticism_tools,340,0.002653762714078479,0.003454618790708,0.0,0.4470588235294118,0.5529411764705883,0.0,-0.0003942429292196105,0.0,0.0,Gani Lawal | Royce White | Fab Melo | Craig Brackins | Leandro Bolmaro
PIE top30,risk,2,shooting + upside_tools,123,-0.0012276592530122165,-0.0001232478739376,0.0,0.5040650406504065,0.4959349593495935,0.0,-0.004275664896310306,0.0,0.0,Gani Lawal | Fab Melo | Hasheem Thabeet | Malachi Richardson | Dante Exum
PIE top30,risk,2,shooting + defense,267,0.0016710233209463912,0.0023321822808637,0.0,0.46441947565543074,0.5355805243445693,0.0,-0.0013769823223516984,0.0,0.0,Gani Lawal | Fab Melo | Craig Brackins | Leandro Bolmaro | Terrance Ferguson
