slice,combo_kind,combo_size,combo,n,mean_surplus,median_surplus,bust_or_major_underperform_rate,underperform_rate,positive_surplus_rate,big_overperform_rate,mean_surplus_delta_vs_baseline,bust_rate_delta_vs_baseline,big_overperform_rate_delta_vs_baseline,example_players
xRAPM historical top15,risk,3,creation_handle + finishing_touch + upside_tools,14,-1.1309529600370614,-0.7412852022529443,0.5,0.5714285714285714,0.42857142857142855,0.07142857142857142,-1.2457050678440633,0.2027027027027027,-0.2799227799227799,Kevin Knox II | Jahlil Okafor | Patrick Williams | Hasheem Thabeet | Wesley Johnson
xRAPM historical mature,risk,3,upside_tools + motor_competitiveness + intel_consensus,10,-1.0446115378050862,-1.13484126984127,0.6,0.7,0.3,0.1,-1.1321193170227626,0.2586151368760064,-0.22367149758454105,Fab Melo | Patrick Williams | Diamond Stone | Arnett Moultrie | Andrew Wiggins
xRAPM historical top15,risk,3,creation_handle + upside_tools + production_stats,15,-1.0168613182137967,-0.1171031746031743,0.4,0.6,0.4,0.13333333333333333,-1.1316134260207986,0.10270270270270271,-0.21801801801801804,Kevin Knox II | Jahlil Okafor | Patrick Williams | Thomas Robinson | Wesley Johnson
xRAPM historical top15,risk,3,finishing_touch + upside_tools + production_stats,18,-1.0089353464584088,-0.14722222222222212,0.4444444444444444,0.6111111111111112,0.3888888888888889,0.05555555555555555,-1.1236874542654107,0.1471471471471471,-0.29579579579579585,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Wesley Johnson
xRAPM historical top15,risk,3,creation_handle + finishing_touch + production_stats,16,-0.8571231973053923,-0.49488095238095225,0.5,0.5625,0.4375,0.1875,-0.9718753051123944,0.2027027027027027,-0.16385135135135137,Kevin Knox II | Jahlil Okafor | Patrick Williams | Jalen Green | Wesley Johnson
xRAPM historical top15,risk,3,upside_tools + motor_competitiveness + production_stats,20,-0.8438668412648594,-0.29830768486256276,0.45,0.6,0.4,0.1,-0.9586189490718615,0.1527027027027027,-0.25135135135135134,James Wiseman | Kevin Knox II | Patrick Williams | Jabari Parker | Marvin Bagley III
xRAPM historical top30,risk,3,creation_handle + finishing_touch + upside_tools,25,-0.8252592688338555,-0.5571031746031738,0.48,0.6,0.4,0.12,-0.905689896629341,0.1591044776119403,-0.2108457711442786,Kevin Knox II | Jahlil Okafor | Patrick Williams | Hasheem Thabeet | Vernon Carey Jr.
xRAPM historical top15,risk,2,upside_tools + production_stats,30,-0.8076349004916438,-0.19128968253968237,0.4,0.6,0.4,0.1,-0.9223870082986458,0.10270270270270271,-0.25135135135135134,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Thomas Robinson
xRAPM historical top15,risk,3,athleticism_tools + upside_tools + production_stats,30,-0.8076349004916438,-0.19128968253968237,0.4,0.6,0.4,0.1,-0.9223870082986458,0.10270270270270271,-0.25135135135135134,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Thomas Robinson
xRAPM historical top30,risk,3,finishing_touch + upside_tools + production_stats,31,-0.7847413076073546,-0.5412037037037041,0.45161290322580644,0.6129032258064516,0.3870967741935484,0.16129032258064516,-0.8651719354028402,0.13071738083774675,-0.16955544856363344,James Wiseman | Kevin Knox II | Jahlil Okafor | Fab Melo | Patrick Williams
xRAPM historical top15,risk,3,shooting + upside_tools + production_stats,29,-0.7836151953635505,-0.1171031746031743,0.3793103448275862,0.5862068965517241,0.41379310344827586,0.10344827586206896,-0.8983673031705526,0.08201304753028887,-0.24790307548928242,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Thomas Robinson
xRAPM historical top15,risk,3,feel_iq_passing + finishing_touch + upside_tools,20,-0.7289825482164192,-0.016587301587301498,0.4,0.55,0.45,0.15,-0.8437346560234212,0.10270270270270271,-0.20135135135135138,James Wiseman | Kevin Knox II | Patrick Williams | Hasheem Thabeet | Wesley Johnson
xRAPM historical top15,risk,3,finishing_touch + upside_tools + motor_competitiveness,20,-0.7057631124457538,-0.20440215977101225,0.45,0.55,0.45,0.15,-0.8205152202527559,0.1527027027027027,-0.20135135135135138,James Wiseman | Kevin Knox II | Patrick Williams | Hasheem Thabeet | Jordan Hill
xRAPM historical top15,risk,3,shooting + finishing_touch + production_stats,30,-0.702556204223664,-0.4444246031746031,0.4666666666666667,0.6333333333333333,0.36666666666666664,0.16666666666666666,-0.8173083120306661,0.16936936936936936,-0.1846846846846847,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Jalen Green
xRAPM historical mature,risk,2,upside_tools + intel_consensus,13,-0.6743186353670225,-0.7136021505376343,0.46153846153846156,0.6153846153846154,0.38461538461538464,0.15384615384615385,-0.7618264145846988,0.12015359841446799,-0.1698253437383872,Fab Melo | Patrick Williams | Diamond Stone | Arnett Moultrie | Andrew Wiggins
xRAPM historical mature,risk,3,athleticism_tools + upside_tools + intel_consensus,13,-0.6743186353670225,-0.7136021505376343,0.46153846153846156,0.6153846153846154,0.38461538461538464,0.15384615384615385,-0.7618264145846988,0.12015359841446799,-0.1698253437383872,Fab Melo | Patrick Williams | Diamond Stone | Arnett Moultrie | Andrew Wiggins
xRAPM historical top15,risk,3,finishing_touch + athleticism_tools + upside_tools,29,-0.6639634515504791,-0.0289682539682538,0.3793103448275862,0.5517241379310345,0.4482758620689655,0.13793103448275862,-0.7787155593574812,0.08201304753028887,-0.21342031686859275,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Hasheem Thabeet
xRAPM historical top15,risk,3,upside_tools + defense + production_stats,25,-0.6586264479222819,-0.0042063492063492,0.36,0.52,0.48,0.12,-0.7733785557292839,0.06270270270270267,-0.23135135135135138,James Wiseman | Kevin Knox II | Jahlil Okafor | Thomas Robinson | Jabari Parker
xRAPM historical top15,risk,2,finishing_touch + production_stats,31,-0.6500092992660502,-0.2654761904761904,0.45161290322580644,0.6129032258064516,0.3870967741935484,0.1935483870967742,-0.7647614070730523,0.15431560592850913,-0.15780296425457718,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Jalen Green
xRAPM historical top15,risk,3,finishing_touch + athleticism_tools + production_stats,31,-0.6500092992660502,-0.2654761904761904,0.45161290322580644,0.6129032258064516,0.3870967741935484,0.1935483870967742,-0.7647614070730523,0.15431560592850913,-0.15780296425457718,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Jalen Green
xRAPM historical top15,risk,3,creation_handle + upside_tools + motor_competitiveness,17,-0.6428213954521399,-0.2336021505376344,0.35294117647058826,0.6470588235294118,0.35294117647058826,0.11764705882352941,-0.757573503259142,0.055643879173290944,-0.23370429252782196,Kevin Knox II | Patrick Williams | Hasheem Thabeet | Noah Vonleh | Tristan Thompson
xRAPM historical top15,risk,3,feel_iq_passing + upside_tools + motor_competitiveness,26,-0.6398590692781403,-0.17535266257040436,0.4230769230769231,0.5769230769230769,0.4230769230769231,0.15384615384615385,-0.7546111770851424,0.12577962577962576,-0.19750519750519752,James Wiseman | Kevin Knox II | Patrick Williams | Hasheem Thabeet | Jordan Hill
xRAPM historical top30,risk,3,defense + motor_competitiveness + intel_consensus,10,-0.6389758313605776,-0.5826561280249807,0.5,0.7,0.3,0.1,-0.7194064591560632,0.17910447761194032,-0.2308457711442786,Fab Melo | Arnett Moultrie | Glen Rice | Andrew Wiggins | Ben McLemore
xRAPM historical top15,risk,3,shooting + finishing_touch + upside_tools,28,-0.6302331213053998,-0.016587301587301498,0.39285714285714285,0.5357142857142857,0.4642857142857143,0.17857142857142858,-0.7449852291124018,0.09555984555984554,-0.1727799227799228,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Hasheem Thabeet
xRAPM historical top30,risk,3,finishing_touch + upside_tools + size_frame,26,-0.6226463623853701,-0.427466931216931,0.4230769230769231,0.6153846153846154,0.38461538461538464,0.15384615384615385,-0.7030769901808556,0.10218140068886339,-0.17699961729812475,James Wiseman | Kevin Knox II | Fab Melo | Justin Patton | Vernon Carey Jr.
xRAPM historical top30,risk,3,upside_tools + production_stats + risk_uncertainty,23,-0.6206847098942505,-0.6578306878306881,0.43478260869565216,0.6521739130434783,0.34782608695652173,0.08695652173913043,-0.7011153376897361,0.11388708630759248,-0.24388924940514817,James Wiseman | Fab Melo | Tyler Honeycutt | Malachi Richardson | Marvin Bagley III
xRAPM historical top30,risk,3,feel_iq_passing + upside_tools + intel_consensus,11,-0.6076178063274837,-0.7136021505376343,0.45454545454545453,0.6363636363636364,0.36363636363636365,0.18181818181818182,-0.6880484341229693,0.13364993215739485,-0.14902758932609678,Fab Melo | Patrick Williams | Arnett Moultrie | Andrew Wiggins | Ben McLemore
xRAPM historical mature,risk,3,feel_iq_passing + upside_tools + intel_consensus,11,-0.6076178063274837,-0.7136021505376343,0.45454545454545453,0.6363636363636364,0.36363636363636365,0.18181818181818182,-0.69512558554516,0.11316059142146095,-0.14185331576635923,Fab Melo | Patrick Williams | Arnett Moultrie | Andrew Wiggins | Ben McLemore
xRAPM historical mature,risk,3,shooting + upside_tools + intel_consensus,12,-0.6051613258804119,-0.37128520225294404,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.16666666666666666,-0.6926691050980882,0.07528180354267311,-0.1570048309178744,Fab Melo | Patrick Williams | Diamond Stone | Arnett Moultrie | Ben McLemore
xRAPM historical top30,risk,3,shooting + finishing_touch + production_stats,51,-0.5992296716076911,-0.5412037037037041,0.43137254901960786,0.6274509803921569,0.37254901960784315,0.19607843137254902,-0.6796602994031766,0.11047702663154818,-0.13476733977172958,James Wiseman | Kevin Knox II | Jahlil Okafor | Craig Brackins | Fab Melo
xRAPM historical top30,risk,3,feel_iq_passing + upside_tools + injury_medical,13,-0.5992267320493126,-0.5152116402116402,0.38461538461538464,0.6153846153846154,0.38461538461538464,0.07692307692307693,-0.6796573598447981,0.06371986222732495,-0.2539226942212017,James Wiseman | Kevin Seraphin | Arnett Moultrie | Damian Jones | Harry Giles III
xRAPM historical top15,risk,2,finishing_touch + upside_tools,30,-0.5879437703612302,-0.016587301587301498,0.36666666666666664,0.5333333333333333,0.4666666666666667,0.16666666666666666,-0.7026958781682323,0.06936936936936933,-0.1846846846846847,James Wiseman | Kevin Knox II | Jahlil Okafor | Patrick Williams | Hasheem Thabeet
xRAPM historical mature,risk,3,finishing_touch + upside_tools + production_stats,42,-0.5859240853603426,-0.44951719576719595,0.4523809523809524,0.6190476190476191,0.38095238095238093,0.19047619047619047,-0.6734318645780188,0.11099608925695881,-0.1331953071083506,James Wiseman | Kevin Knox II | Jahlil Okafor | Fab Melo | Patrick Williams
xRAPM historical top15,risk,3,feel_iq_passing + upside_tools + production_stats,25,-0.5838733876171327,-0.0289682539682538,0.32,0.56,0.44,0.12,-0.6986254954241348,0.022702702702702693,-0.23135135135135138,James Wiseman | Kevin Knox II | Patrick Williams | Wesley Johnson | Marvin Bagley III
xRAPM historical top15,risk,3,upside_tools + size_frame + production_stats,15,-0.5814459118099361,-0.0289682539682538,0.3333333333333333,0.6,0.4,0.2,-0.6961980196169382,0.036036036036036,-0.15135135135135136,James Wiseman | Kevin Knox II | Jabari Parker | John Henson | Julius Randle
xRAPM historical top30,risk,2,defense + intel_consensus,12,-0.573353302034139,-0.5826561280249807,0.5,0.6666666666666666,0.3333333333333333,0.08333333333333333,-0.6537839298296246,0.17910447761194032,-0.24751243781094528,Fab Melo | Arnett Moultrie | Glen Rice | Andrew Wiggins | Jordan Adams
xRAPM historical top30,risk,3,athleticism_tools + defense + intel_consensus,12,-0.573353302034139,-0.5826561280249807,0.5,0.6666666666666666,0.3333333333333333,0.08333333333333333,-0.6537839298296246,0.17910447761194032,-0.24751243781094528,Fab Melo | Arnett Moultrie | Glen Rice | Andrew Wiggins | Jordan Adams
xRAPM historical top15,risk,3,feel_iq_passing + finishing_touch + production_stats,26,-0.5728550389814271,-0.2195391705069123,0.4230769230769231,0.6153846153846154,0.38461538461538464,0.19230769230769232,-0.6876071467884292,0.12577962577962576,-0.15904365904365905,James Wiseman | Kevin Knox II | Patrick Williams | Jalen Green | Marquese Chriss
xRAPM historical top15,risk,3,shooting + creation_handle + finishing_touch,31,-0.5728018901617952,-0.0289682539682538,0.41935483870967744,0.5161290322580645,0.4838709677419355,0.22580645161290322,-0.6875539979687972,0.12205754141238012,-0.12554489973844815,Kevin Knox II | Jahlil Okafor | Patrick Williams | Jalen Green | Hasheem Thabeet
xRAPM historical top15,risk,3,finishing_touch + upside_tools + size_frame,14,-0.5725846318020716,-0.016587301587301498,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.21428571428571427,-0.6873367396090737,0.13127413127413123,-0.1370656370656371,James Wiseman | Kevin Knox II | Jordan Hill | John Henson | Julius Randle
xRAPM historical top15,risk,3,upside_tools + defense + motor_competitiveness,26,-0.5707373007182438,-0.1312852022529441,0.38461538461538464,0.5384615384615384,0.46153846153846156,0.11538461538461539,-0.6854894085252459,0.08731808731808732,-0.23596673596673598,James Wiseman | Kevin Knox II | Jabari Parker | Marvin Bagley III | Noah Vonleh
xRAPM historical top30,risk,3,upside_tools + motor_competitiveness + production_stats,40,-0.566994273177399,-0.536157407407407,0.45,0.625,0.375,0.2,-0.6474249009728845,0.12910447761194033,-0.1308457711442786,James Wiseman | Kevin Knox II | Fab Melo | Patrick Williams | Justin Patton
xRAPM historical top30,risk,3,finishing_touch + upside_tools + motor_competitiveness,37,-0.5661094114239523,-0.3798360655737707,0.43243243243243246,0.5405405405405406,0.4594594594594595,0.21621621621621623,-0.6465400392194378,0.11153691004437277,-0.11462955492806237,James Wiseman | Kevin Knox II | Fab Melo | Patrick Williams | Justin Patton
xRAPM historical top15,risk,3,shooting + creation_handle + upside_tools,27,-0.5653804780199896,-0.1171031746031743,0.37037037037037035,0.5555555555555556,0.4444444444444444,0.18518518518518517,-0.6801325858269917,0.07307307307307304,-0.1661661661661662,Kevin Knox II | Jahlil Okafor | Patrick Williams | Hasheem Thabeet | Thomas Robinson
xRAPM historical mature,risk,3,defense + motor_competitiveness + intel_consensus,13,-0.5646260711255038,-0.3998360655737707,0.46153846153846156,0.6923076923076923,0.3076923076923077,0.15384615384615385,-0.65213385034318,0.12015359841446799,-0.1698253437383872,Fab Melo | Diamond Stone | Arnett Moultrie | Glen Rice | Andrew Wiggins
xRAPM historical top15,risk,3,shooting + creation_handle + production_stats,31,-0.5629132928530849,-0.4795121951219512,0.45161290322580644,0.6451612903225806,0.3548387096774194,0.22580645161290322,-0.677665400660087,0.15431560592850913,-0.12554489973844815,Kevin Knox II | Jahlil Okafor | Patrick Williams | Jalen Green | Thomas Robinson
xRAPM historical top30,risk,3,finishing_touch + defense + production_stats,47,-0.556341973404085,-0.1748360655737706,0.40425531914893614,0.5957446808510638,0.40425531914893614,0.19148936170212766,-0.6367726011995705,0.08335979676087646,-0.13935640944215094,James Wiseman | Kevin Knox II | Jahlil Okafor | Craig Brackins | Fab Melo
xRAPM historical top30,risk,3,feel_iq_passing + motor_competitiveness + intel_consensus,13,-0.5519652467764191,-0.7654761904761906,0.5384615384615384,0.6153846153846154,0.38461538461538464,0.23076923076923078,-0.6323958745719047,0.21756601607347875,-0.10007654037504782,Fab Melo | Patrick Williams | Elliot Williams | Arnett Moultrie | Glen Rice
xRAPM historical mature,risk,3,feel_iq_passing + motor_competitiveness + intel_consensus,13,-0.5519652467764191,-0.7654761904761906,0.5384615384615384,0.6153846153846154,0.38461538461538464,0.23076923076923078,-0.6394730259940954,0.19707667533754486,-0.09290226681531027,Fab Melo | Patrick Williams | Elliot Williams | Arnett Moultrie | Glen Rice
xRAPM historical top30,risk,2,upside_tools + injury_medical,18,-0.5515033685896031,-0.4544068953746373,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.05555555555555555,-0.6319339963850887,0.01243781094527363,-0.275290215588723,James Wiseman | Kevin Seraphin | Arnett Moultrie | Damian Jones | Harry Giles III
xRAPM historical top30,risk,3,shooting + upside_tools + injury_medical,18,-0.5515033685896031,-0.4544068953746373,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.05555555555555555,-0.6319339963850887,0.01243781094527363,-0.275290215588723,James Wiseman | Kevin Seraphin | Arnett Moultrie | Damian Jones | Harry Giles III
xRAPM historical top30,risk,3,upside_tools + defense + injury_medical,15,-0.5502132189793482,-0.5152116402116402,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.06666666666666667,-0.6306438467748336,0.01243781094527363,-0.26417910447761195,James Wiseman | Kevin Seraphin | Arnett Moultrie | Damian Jones | C.J. Wilcox
xRAPM historical top30,risk,3,feel_iq_passing + production_stats + intel_consensus,10,-0.5459796893667861,-0.37128520225294404,0.4,0.6,0.4,0.2,-0.6264103171622717,0.07910447761194034,-0.1308457711442786,Fab Melo | Patrick Williams | Arnett Moultrie | Andrew Wiggins | De'Andre Hunter
xRAPM historical mature,risk,3,feel_iq_passing + production_stats + intel_consensus,10,-0.5459796893667861,-0.37128520225294404,0.4,0.6,0.4,0.2,-0.6334874685844624,0.058615136876006446,-0.12367149758454105,Fab Melo | Patrick Williams | Arnett Moultrie | Andrew Wiggins | De'Andre Hunter
xRAPM historical top15,risk,2,creation_handle + upside_tools,28,-0.5433967490040531,-0.07303571428571405,0.35714285714285715,0.5357142857142857,0.4642857142857143,0.17857142857142858,-0.6581488568110552,0.05984555984555984,-0.1727799227799228,Kevin Knox II | Jahlil Okafor | Patrick Williams | Hasheem Thabeet | Thomas Robinson
xRAPM historical top15,risk,3,creation_handle + athleticism_tools + upside_tools,28,-0.5433967490040531,-0.07303571428571405,0.35714285714285715,0.5357142857142857,0.4642857142857143,0.17857142857142858,-0.6581488568110552,0.05984555984555984,-0.1727799227799228,Kevin Knox II | Jahlil Okafor | Patrick Williams | Hasheem Thabeet | Thomas Robinson
xRAPM historical mature,risk,3,upside_tools + production_stats + risk_uncertainty,31,-0.5412028188480521,-0.6578306878306881,0.45161290322580644,0.6774193548387096,0.3225806451612903,0.0967741935483871,-0.6287105980657284,0.11022804010181286,-0.22689730403615396,James Wiseman | Fab Melo | Tyler Honeycutt | Malachi Richardson | Marvin Bagley III
xRAPM historical top30,risk,2,motor_competitiveness + intel_consensus,14,-0.5410988766905157,-0.5826561280249807,0.5,0.6428571428571429,0.35714285714285715,0.21428571428571427,-0.6215295044860012,0.17910447761194032,-0.11656005685856433,Fab Melo | Patrick Williams | Elliot Williams | Arnett Moultrie | Glen Rice
xRAPM historical top30,risk,3,athleticism_tools + motor_competitiveness + intel_consensus,14,-0.5410988766905157,-0.5826561280249807,0.5,0.6428571428571429,0.35714285714285715,0.21428571428571427,-0.6215295044860012,0.17910447761194032,-0.11656005685856433,Fab Melo | Patrick Williams | Elliot Williams | Arnett Moultrie | Glen Rice
xRAPM historical top15,risk,2,upside_tools + motor_competitiveness,35,-0.5390273960734873,-0.2336021505376344,0.4,0.5714285714285714,0.42857142857142855,0.17142857142857143,-0.6537795038804893,0.10270270270270271,-0.17992277992277994,James Wiseman | Kevin Knox II | Patrick Williams | Hasheem Thabeet | Jabari Parker
xRAPM historical top15,risk,3,athleticism_tools + upside_tools + motor_competitiveness,35,-0.5390273960734873,-0.2336021505376344,0.4,0.5714285714285714,0.42857142857142855,0.17142857142857143,-0.6537795038804893,0.10270270270270271,-0.17992277992277994,James Wiseman | Kevin Knox II | Patrick Williams | Hasheem Thabeet | Jabari Parker
xRAPM historical top15,risk,3,shooting + upside_tools + motor_competitiveness,33,-0.5353825917951127,-0.2336021505376344,0.3939393939393939,0.5757575757575758,0.42424242424242425,0.18181818181818182,-0.6501346996021148,0.09664209664209661,-0.16953316953316955,James Wiseman | Kevin Knox II | Patrick Williams | Hasheem Thabeet | Jabari Parker
xRAPM historical top30,risk,3,athleticism_tools + production_stats + intel_consensus,11,-0.5326939053856029,-0.3998360655737707,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.18181818181818182,-0.6131245331810884,0.04274084124830396,-0.14902758932609678,Fab Melo | Patrick Williams | Arnett Moultrie | Andrew Wiggins | De'Andre Hunter
xRAPM historical mature,risk,3,defense + size_frame + injury_medical,25,-0.5311892007718731,-0.5681854838709683,0.48,0.6,0.4,0.2,-0.6186969799895494,0.1386151368760064,-0.12367149758454105,James Wiseman | Anthony Bennett | Stephen Zimmerman | Victor Claver | Demetrius Jackson
xRAPM historical top30,risk,3,shooting + upside_tools + production_stats,60,-0.5297389964762801,-0.5282076719576722,0.43333333333333335,0.6166666666666667,0.38333333333333336,0.2,-0.6101696242717656,0.11243781094527366,-0.1308457711442786,James Wiseman | Kevin Knox II | Jahlil Okafor | Fab Melo | Patrick Williams
xRAPM historical mature,risk,2,defense + intel_consensus,15,-0.5220413490290293,-0.3998360655737707,0.4666666666666667,0.6666666666666666,0.3333333333333333,0.13333333333333333,-0.6095491282467056,0.1252818035426731,-0.19033816425120773,Fab Melo | Diamond Stone | Arnett Moultrie | Glen Rice | Andrew Wiggins
xRAPM historical mature,risk,3,athleticism_tools + defense + intel_consensus,15,-0.5220413490290293,-0.3998360655737707,0.4666666666666667,0.6666666666666666,0.3333333333333333,0.13333333333333333,-0.6095491282467056,0.1252818035426731,-0.19033816425120773,Fab Melo | Diamond Stone | Arnett Moultrie | Glen Rice | Andrew Wiggins
xRAPM historical top30,risk,3,creation_handle + upside_tools + production_stats,30,-0.521979264731497,-0.29830768486256276,0.4,0.5666666666666667,0.43333333333333335,0.26666666666666666,-0.6024098925269825,0.07910447761194034,-0.06417910447761194,Kevin Knox II | Jahlil Okafor | Patrick Williams | Thomas Robinson | James Young
xRAPM historical top15,risk,3,upside_tools + motor_competitiveness + size_frame,20,-0.5208388032737068,-0.1312852022529441,0.4,0.55,0.45,0.2,-0.6355909110807089,0.10270270270270271,-0.15135135135135136,James Wiseman | Kevin Knox II | Jabari Parker | Jordan Hill | John Henson
xRAPM historical top30,risk,2,upside_tools + production_stats,64,-0.5172138919009969,-0.5282076719576722,0.4375,0.609375,0.390625,0.203125,-0.5976445196964824,0.11660447761194032,-0.1277207711442786,James Wiseman | Kevin Knox II | Jahlil Okafor | Fab Melo | Patrick Williams
xRAPM historical top30,risk,3,athleticism_tools + upside_tools + production_stats,64,-0.5172138919009969,-0.5282076719576722,0.4375,0.609375,0.390625,0.203125,-0.5976445196964824,0.11660447761194032,-0.1277207711442786,James Wiseman | Kevin Knox II | Jahlil Okafor | Fab Melo | Patrick Williams
xRAPM historical mature,risk,3,finishing_touch + upside_tools + injury_medical,10,-0.5161283602335365,-0.32967413034786086,0.4,0.7,0.3,0.1,-0.6036361394512127,0.058615136876006446,-0.22367149758454105,James Wiseman | Arnett Moultrie | Harry Giles III | Solomon Alabi | Ed Davis
xRAPM historical top30,risk,3,athleticism_tools + upside_tools + injury_medical,17,-0.5158370556930688,-0.3936021505376344,0.29411764705882354,0.6470588235294118,0.35294117647058826,0.058823529411764705,-0.5962676834885543,-0.026777875329236145,-0.2720222417325139,James Wiseman | Kevin Seraphin | Arnett Moultrie | Damian Jones | Harry Giles III
xRAPM historical top30,risk,3,motor_competitiveness + production_stats + intel_consensus,10,-0.5146030808703997,-0.21440215977101226,0.4,0.6,0.4,0.2,-0.5950337086658852,0.07910447761194034,-0.1308457711442786,Fab Melo | Patrick Williams | Arnett Moultrie | Andrew Wiggins | Justin Jackson
xRAPM historical top30,risk,2,finishing_touch + production_stats,55,-0.5101351772515403,-0.2654761904761904,0.41818181818181815,0.6,0.4,0.21818181818181817,-0.5905658050470259,0.09728629579375847,-0.11266395296246043,James Wiseman | Kevin Knox II | Jahlil Okafor | Craig Brackins | Fab Melo
xRAPM historical top30,risk,3,finishing_touch + athleticism_tools + production_stats,55,-0.5101351772515403,-0.2654761904761904,0.41818181818181815,0.6,0.4,0.21818181818181817,-0.5905658050470259,0.09728629579375847,-0.11266395296246043,James Wiseman | Kevin Knox II | Jahlil Okafor | Craig Brackins | Fab Melo
xRAPM historical top15,risk,3,feel_iq_passing + shooting + creation_handle,52,-0.5085890050284453,-0.43144260549748337,0.4230769230769231,0.6153846153846154,0.38461538461538464,0.21153846153846154,-0.6233411128354474,0.12577962577962576,-0.13981288981288983,Kevin Knox II | Jonny Flynn | Patrick Williams | Jalen Green | Hasheem Thabeet
xRAPM historical mature,risk,2,motor_competitiveness + intel_consensus,17,-0.5015155814525291,-0.3998360655737707,0.47058823529411764,0.6470588235294118,0.35294117647058826,0.23529411764705882,-0.5890233606702053,0.12920337217012406,-0.08837737993748224,Fab Melo | Patrick Williams | Diamond Stone | Elliot Williams | Arnett Moultrie
xRAPM historical mature,risk,3,athleticism_tools + motor_competitiveness + intel_consensus,17,-0.5015155814525291,-0.3998360655737707,0.47058823529411764,0.6470588235294118,0.35294117647058826,0.23529411764705882,-0.5890233606702053,0.12920337217012406,-0.08837737993748224,Fab Melo | Patrick Williams | Diamond Stone | Elliot Williams | Arnett Moultrie
xRAPM historical top30,risk,3,upside_tools + production_stats + injury_medical,12,-0.4990619844114468,-0.2597089947089947,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.08333333333333333,-0.5794926122069324,0.01243781094527363,-0.24751243781094528,James Wiseman | Arnett Moultrie | Damian Jones | Harry Giles III | Perry Jones III
xRAPM historical top30,risk,2,upside_tools + intel_consensus,12,-0.49805153752062353,-0.37128520225294404,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.16666666666666666,-0.5784821653161091,0.095771144278607,-0.16417910447761194,Fab Melo | Patrick Williams | Arnett Moultrie | Andrew Wiggins | Ben McLemore
xRAPM historical top30,risk,3,athleticism_tools + upside_tools + intel_consensus,12,-0.49805153752062353,-0.37128520225294404,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.16666666666666666,-0.5784821653161091,0.095771144278607,-0.16417910447761194,Fab Melo | Patrick Williams | Arnett Moultrie | Andrew Wiggins | Ben McLemore
xRAPM historical top15,risk,3,upside_tools + production_stats + risk_uncertainty,12,-0.4941151789270069,-0.06065476190476175,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.08333333333333333,-0.6088672867340089,0.036036036036036,-0.26801801801801806,James Wiseman | Marvin Bagley III | Julius Randle | Andrew Wiggins | De'Andre Hunter
xRAPM historical top30,risk,3,shooting + defense + intel_consensus,11,-0.4887302977457563,-0.3998360655737707,0.45454545454545453,0.6363636363636364,0.36363636363636365,0.09090909090909091,-0.5691609255412419,0.13364993215739485,-0.2399366802351877,Fab Melo | Arnett Moultrie | Glen Rice | Jordan Adams | Ben McLemore
xRAPM historical mature,risk,2,production_stats + intel_consensus,14,-0.486429540733386,-0.3027406134320466,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.21428571428571427,-0.5739373199510623,0.015757994018863575,-0.10938578329882678,Fab Melo | Patrick Williams | Diamond Stone | Arnett Moultrie | Andrew Wiggins
xRAPM historical mature,risk,3,athleticism_tools + production_stats + intel_consensus,14,-0.486429540733386,-0.3027406134320466,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.21428571428571427,-0.5739373199510623,0.015757994018863575,-0.10938578329882678,Fab Melo | Patrick Williams | Diamond Stone | Arnett Moultrie | Andrew Wiggins
xRAPM historical top30,risk,3,feel_iq_passing + finishing_touch + production_stats,47,-0.4852729978393175,-0.2654761904761904,0.40425531914893614,0.6170212765957447,0.3829787234042553,0.2127659574468085,-0.565703625634803,0.08335979676087646,-0.11807981369747009,James Wiseman | Kevin Knox II | Craig Brackins | Fab Melo | Patrick Williams
xRAPM historical top30,risk,3,shooting + finishing_touch + upside_tools,49,-0.4829551032422311,-0.0289682539682538,0.3877551020408163,0.5306122448979592,0.46938775510204084,0.20408163265306123,-0.5633857310377166,0.06685957965275663,-0.12676413849121737,James Wiseman | Kevin Knox II | Jahlil Okafor | Fab Melo | Patrick Williams
